Station Category,Station Type,ID Hash,WMO ID,Alternative IDs,Ort,"Location Lat,Lon",elevation,id_meteomatics
SYNOP,SYNA,1294177711,113010.0,11301,alberschwende,"47.4575,9.8486",715.0,"47.4575,9.8486"
SYNOP,SYNA,2306699108,111130.0,11113,nauders,"46.8911,10.4969",1330.0,"46.8911,10.4969"
SYNOP,SYNA,2986210397,,11100,sulzberg,"47.5219,9.9144",1016.0,"47.5219,9.9144"
SYNOP,SYNA,2997303326,113040.0,11304,brand,"47.1031,9.7383",1029.0,"47.1031,9.7383"
SYNOP,SYNA,3035844058,,11108,gaschurn,"46.9803,10.0317",985.0,"46.9803,10.0317"
SYNOP,SYNA,3145658248,113120.0,11312,galtuer,"46.9681,10.1856",1587.0,"46.9681,10.1856"
SYNOP,SYNA,3354700126,111050.0,11105,feldkirch,"47.2711,9.6097",438.0,"47.2711,9.6097"
SYNOP,SYNA,3399719360,,11104,fraxern,"47.3142,9.6744",807.0,"47.3142,9.6744"
SYNOP,SYNA,3669878905,,11299,rohrspitz,"47.4972,9.63",395.0,"47.4972,9.63"
SYNOP,SYNA,4086103055,111010.0,11101,bregenz,"47.4992,9.7461",424.0,"47.4992,9.7461"
SYNOP,SYNA,4165008115,113020.0,11302,dornbirn,"47.4325,9.7256",407.0,"47.4325,9.7256"
SYNOP,SYNA,19156829,,68224006,MULHOUSE,"47.75,7.28883",245.0,"47.75,7.28883"
SYNOP,SYNA,78551073,,74119003,EVIAN SA,"46.3823,6.5825",725.0,"46.3823,6.5825"
SYNOP,SYNA,90859619,,74285002,USINENS SA,"46.013,5.8445",452.0,"46.013,5.8445"
SYNOP,SYNA,121948948,,25334001,LEVIER_SAPC,"46.9493,6.12417",713.0,"46.9493,6.12417"
SYNOP,SYNA,327699773,,90090001,ST DIZIER-L'EVEQUE_SAPC,"47.4673,6.95883",553.0,"47.4673,6.95883"
SYNOP,SYNA,384355010,,90074001,NOVILLARD_SAPC,"47.6038,6.96217",366.0,"47.6038,6.96217"
SYNOP,SYNA,418933521,,90056002,JONCHEREY,"47.5262,7.00317",359.0,"47.5262,7.00317"
SYNOP,SYNA,534423323,72990.0,68297001,BALE-MULHOUSE,"47.6143,7.51",263.0,"47.6143,7.51"
SYNOP,SYNA,727539630,74690.0,74056001,CHAMONIX,"45.9295,6.8775",1042.0,"45.9295,6.8775"
SYNOP,SYNA,857242328,,25254001,LES FOURGS,"46.834,6.4365",1140.0,"46.834,6.4365"
SYNOP,SYNA,953812777,,74203001,NOVEL,"46.3688,6.79",949.0,"46.3688,6.79"
SYNOP,SYNA,979599426,,74051002,CERCIER,"46.0318,6.0435",492.0,"46.0318,6.0435"
SYNOP,SYNA,1015093474,,74042003,BONNEVILLE,"46.0685,6.39983",453.0,"46.0685,6.39983"
SYNOP,SYNA,1104241673,,74143003,HOUCHES (LES),"45.8925,6.80067",1004.0,"45.8925,6.80067"
SYNOP,SYNA,1202503280,,68062001,CARSPACH,"47.632,7.21283",332.0,"47.632,7.21283"
SYNOP,SYNA,1214629095,,01143002,DIVONNE ZA,"46.3415,6.13967",467.0,"46.3415,6.13967"
SYNOP,SYNA,1441574632,,74056006,AGUIL. DU MIDI,"45.8785,6.8875",3845.0,"45.8785,6.8875"
SYNOP,SYNA,1497447333,,74137001,GROISY_SAPC,"46.0127,6.1745",670.0,"46.0127,6.1745"
SYNOP,SYNA,1613674375,,74014004,FLAINE_SAPC,"46.0028,6.69717",1611.0,"46.0028,6.69717"
SYNOP,SYNA,1639753981,78370.0,25356003,MAICHE,"47.243,6.791",825.0,"47.243,6.791"
SYNOP,SYNA,1650746991,,74105002,DOUVAINE SA,"46.3022,6.31833",470.0,"46.3022,6.31833"
SYNOP,SYNA,1835285274,,25453001,PIERREFONTAINE,"47.2167,6.52883",695.0,"47.2167,6.52883"
SYNOP,SYNA,1847533789,,68190001,LUCELLE_SAPC,"47.4383,7.26817",690.0,"47.4383,7.26817"
SYNOP,SYNA,1856250282,,25413001,MOUTHE,"46.707,6.2095",940.0,"46.707,6.2095"
SYNOP,SYNA,1903630284,,74136005,LE GRAND-BORNAND,"45.9733,6.47183",1430.0,"45.9733,6.47183"
SYNOP,SYNA,1908368745,,70229001,FAYMONT_SAPC,"47.6067,6.58583",398.0,"47.6067,6.58583"
SYNOP,SYNA,2085063964,,74133001,GAILLARD,"46.1755,6.21117",400.0,"46.1755,6.21117"
SYNOP,SYNA,2280781968,,74056005,LE TOUR,"46.0038,6.9485",1500.0,"46.0038,6.9485"
SYNOP,SYNA,2404008535,,74014002,LES CARROZ,"46.0247,6.644",1160.0,"46.0247,6.644"
SYNOP,SYNA,2544579765,,25372001,MEDIERE,"47.456,6.60133",302.0,"47.456,6.60133"
SYNOP,SYNA,2650259344,,68165001,KIFFIS,"47.438,7.35567",576.0,"47.438,7.35567"
SYNOP,SYNA,2700245158,,25494001,LA BOISSAUDE ROCHEJEAN,"46.729,6.32283",1222.0,"46.729,6.32283"
SYNOP,SYNA,2753204918,,25462001,PONTARLIER,"46.9022,6.34083",831.0,"46.9022,6.34083"
SYNOP,SYNA,2820638493,,25285001,GRAND'COMBE-CHATELEU_SAPC,"47.0192,6.56717",769.0,"47.0192,6.56717"
SYNOP,SYNA,2869447293,,74024001,AYZE,"46.0795,6.43133",449.0,"46.0795,6.43133"
SYNOP,SYNA,3024267378,,74063002,CHATEL,"46.256,6.81883",1155.0,"46.256,6.81883"
SYNOP,SYNA,3122966916,,90044001,FELON_SAPC,"47.7043,6.98417",383.0,"47.7043,6.98417"
SYNOP,SYNA,3138890997,,25529002,SANCEY-LE-GRAND,"47.3015,6.58167",490.0,"47.3015,6.58167"
SYNOP,SYNA,3177174476,,74116004,COL D'EVIRES,"46.0472,6.264",789.0,"46.0472,6.264"
SYNOP,SYNA,3482622745,,25219002,EPENOY,"47.1272,6.36633",752.0,"47.1272,6.36633"
SYNOP,SYNA,3708748473,72960.0,90035001,DORANS,"47.5917,6.837",401.0,"47.5917,6.837"
SYNOP,SYNA,3731788302,,74256001,SALLANCHES,"45.932,6.651",541.0,"45.932,6.651"
SYNOP,SYNA,3778903859,,74119002,EVIAN,"46.3965,6.5665",395.0,"46.3965,6.5665"
SYNOP,SYNA,3783764601,,74211002,PERS JUSSY,"46.098,6.2605",747.0,"46.098,6.2605"
SYNOP,SYNA,3797471722,,74266001,SERVOZ,"45.9312,6.76733",815.0,"45.9312,6.76733"
SYNOP,SYNA,3870605306,,01071001,CESSY,"46.3103,6.08033",507.0,"46.3103,6.08033"
SYNOP,SYNA,3911469176,,74191003,LE PLENEY,"46.1683,6.69317",1515.0,"46.1683,6.69317"
SYNOP,SYNA,3982964944,,74281001,THONON-INRA,"46.3667,6.455",376.0,"46.3667,6.455"
SYNOP,SYNA,3984798177,,39130002,CHAUX-DES-PRES-INRA,"46.509,5.865",854.0,"46.509,5.865"
SYNOP,SYNA,4165104483,,01033002,BELLEGARDE,"46.0865,5.81417",350.0,"46.0865,5.81417"
SYNOP,SYNA,4218473079,78500.0,39413001,LA PESSE,"46.3028,5.843",1133.0,"46.3028,5.843"
SYNOP,SYNA,4247500807,,74087001,CONTAMINE-SUR- ARVE,"46.1287,6.34",452.0,"46.1287,6.34"
SYNOP,SYNA,4257091088,,74258002,SAMOENS,"46.0867,6.72667",785.0,"46.0867,6.72667"
SYNOP,SYNA,4271051279,,74221001,REPOSOIR (LE),"46.0113,6.5355",975.0,"46.0113,6.5355"
SYNOP,SYNA,6487546,66060.0,CRM,Cressier,"47.0476,7.05915",430.0,"47.0476,7.05915"
SYNOP,SYNA,6518805,,Q913,Dogern,"47.603,8.17",309.0,"47.603,8.17"
SYNOP,SYNA,35624480,111060.0,,"Laz Muttersberg, 8, Austria","47.1833,9.8167",900.0,"47.1833,9.8167"
SYNOP,SYNA,38895109,66170.0,BRL,La Brévine,"46.9838,6.6103",1050.0,"46.9838,6.6103"
SYNOP,SYNA,41021328,66000.0,STC,St. Chrischona,"47.5718,7.68709",493.0,"47.5718,7.68709"
SYNOP,SYNO,81052995,160080.0,,Reschenpass$SValentino slla Mu,"46.75,10.5333",1459.0,"46.75,10.5333"
SYNOP,SYNA,96335824,66890.0,HOE,Hörnli,"47.3709,8.94164",1133.0,"47.3709,8.94164"
SYNOP,SYNO,122856859,66650.0,LAC,Lachen / Galgenen,"47.1792,8.85869",468.0,"47.1792,8.85869"
SYNOP,SYNO,134008461,,U676,Achberg-Doberatsweiler,"47.611,9.698",498.0,"47.611,9.698"
SYNOP,SYNO,143723063,67030.0,CHB,Les Charbonnières,"46.6701,6.31243",1045.0,"46.6701,6.31243"
SYNOP,SYNA,143820436,66550.0,ENG,Engelberg,"46.8216,8.41051",1036.0,"46.8216,8.41051"
SYNOP,SYNA,182731094,,Q999,Wangen/Allgäu-Schwaderberg,"47.71,9.866",666.0,"47.71,9.866"
METAR,AUTO,199757323,72990.0,LFSB,EuroAirport Basel-Mulhouse-Freiburg Airport,"47.59,7.52917",270.0,"47.59,7.52917"
SYNOP,SYNA,254636819,66730.0,WAE,Wädenswil,"47.221,8.67771",485.0,"47.221,8.67771"
SYNOP,SYNA,262602114,,Q909,Rheinfelden,"47.559,7.772",283.0,"47.559,7.772"
SYNOP,SYNA,267151039,67240.0,MVE,Montana,"46.2988,7.46081",1423.0,"46.2988,7.46081"
SYNOP,SYNA,290646195,66590.0,PIL,Pilatus,"46.9789,8.25226",2105.0,"46.9789,8.25226"
SYNOP,SYNO,307238692,66860.0,RAG,Bad Ragaz,"47.0166,9.50259",497.0,"47.0166,9.50259"
SYNOP,SYNA,349819351,113020.0,,Dornbirn,"47.4333,9.73333",410.0,"47.4333,9.73333"
SYNOP,SYNA,386280333,,Q060,Stockach,"47.859,9.015",532.0,"47.859,9.015"
SYNOP,SYNA,390090665,67270.0,VIS,Visp,"46.3029,7.84296",639.0,"46.3029,7.84296"
METAR,AUTO,441110376,66120.0,,La Chaux-de-Fonds,"47.0829,6.79231",1017.0,"47.0829,6.79231"
SYNOP,SYNO,463506128,67890.0,ILZ,Ilanz,"46.775,9.21535",698.0,"46.775,9.21535"
SYNOP,SYNA,466092027,66010.0,BAS,Basel / Binningen,"47.5411,7.58352",316.0,"47.5411,7.58352"
SYNOP,SYNO,511433643,,U677,Weil am Rhein-Haltingen,"47.61,7.62",273.0,"47.61,7.62"
SYNOP,SYNA,545509051,,Q903,Kandern-Gupf,"47.7,7.59",362.0,"47.7,7.59"
SYNOP,SYNO,550864067,67900.0,SRS,Schiers,"46.9755,9.66807",626.0,"46.9755,9.66807"
SYNOP,SYNA,553397875,66790.0,TAE,Aadorf / Tänikon,"47.4799,8.90493",539.0,"47.4799,8.90493"
SYNOP,SYNA,596430314,67820.0,DIS,Disentis,"46.7066,8.85348",1197.0,"46.7066,8.85348"
SYNOP,SYNA,632292789,67440.0,GRH,Grimsel Hospiz,"46.5717,8.33326",1980.0,"46.5717,8.33326"
SYNOP,SYNO,633052909,67280.0,GRC,Grächen,"46.1953,7.83682",1605.0,"46.1953,7.83682"
SYNOP,SYNA,653912618,66100.0,LSMP,Payerne,"46.8116,6.94247",490.0,"46.8116,6.94247"
SYNOP,SYNA,680174254,,P887,Sigmarszell-Zeisertsweiler,"47.578,9.74",507.0,"47.578,9.74"
SYNOP,SYNA,687700334,66320.0,GRE,Grenchen,"47.1791,7.41514",428.0,"47.1791,7.41514"
SYNOP,SYNA,725549200,66690.0,LAE,Lägern,"47.4819,8.39722",845.0,"47.4819,8.39722"
SYNOP,SYNA,748351270,67620.0,MAG,Magadino / Cadenazzo,"46.16,8.93367",203.0,"46.16,8.93367"
SYNOP,SYNA,752550877,66310.0,BER,Bern / Zollikofen,"46.9907,7.46406",553.0,"46.9907,7.46406"
SYNOP,SYNO,760231678,,U650,Radolfzell-Markelfingen,"47.746,9.001",407.0,"47.746,9.001"
METAR,AUTO,777709835,,LSMD,Dübendorf Air Base,"47.3986,8.64823",448.0,"47.3986,8.64823"
SYNOP,SYNA,778156521,66410.0,MOE,Möhlin,"47.5722,7.87791",343.0,"47.5722,7.87791"
METAR,AUTO,797870583,,LSZR,St Gallen Altenrhein Airport,"47.485,9.56077",398.0,"47.485,9.56077"
SYNOP,SYNA,811062075,68600.0,,Bosco/Gurin,"46.32,8.5",1505.0,"46.32,8.5"
SYNOP,SYNA,828265584,,Q945,Gailingen,"47.702,8.732",450.0,"47.702,8.732"
SYNOP,SYNA,837948541,67110.0,PUY,Pully,"46.5123,6.66752",456.0,"46.5123,6.66752"
SYNOP,SYNA,837955922,67340.0,INT,Interlaken,"46.6722,7.87019",577.0,"46.6722,7.87019"
SYNOP,SYNA,847097565,113040.0,,Brand,"47.1,9.73333",1040.0,"47.1,9.73333"
METAR,AUTO,850529314,,LSZB,Bern Belp Airport,"46.9141,7.49715",510.0,"46.9141,7.49715"
SYNOP,SYNA,857397854,67830.0,SBE,S. Bernardino,"46.4635,9.1847",1639.0,"46.4635,9.1847"
SYNOP,SYNA,867160529,67200.0,LSGS,Sion,"46.2186,7.3302",482.0,"46.2186,7.3302"
SYNOP,SYNA,869509638,67510.0,ROE,Robièi,"46.4431,8.51339",1898.0,"46.4431,8.51339"
SYNOP,SYNO,871861009,66490.0,OBR,Oberriet / Kriessern,"47.3766,9.61271",409.0,"47.3766,9.61271"
SYNOP,SYNA,882748297,113010.0,,Alberschwende,"47.45,9.85",721.0,"47.45,9.85"
SYNOP,SYNO,895082620,68500.0,,Bachtel,"47.2947,8.88611",1115.0,"47.2947,8.88611"
SYNOP,SYNA,904439733,66570.0,GIH,Giswil,"46.8494,8.19022",471.0,"46.8494,8.19022"
SYNOP,SYNA,921570983,68100.0,,Mollis,"47.0833,9.06667",447.0,"47.0833,9.06667"
SYNOP,SYNO,939559821,66330.0,BUS,Buchs / Aarau,"47.3844,8.07955",387.0,"47.3844,8.07955"
SYNOP,SYNA,946749043,66260.0,GOE,Gösgen,"47.3631,7.97373",380.0,"47.3631,7.97373"
SYNOP,SYNO,954848512,,U633,Sankt Blasien-Menzenschwand,"47.831,8.07",885.0,"47.831,8.07"
SYNOP,SYNA,963386948,66120.0,CDF,La Chaux-de-Fonds,"47.0829,6.79231",1017.0,"47.0829,6.79231"
SYNOP,SYNO,968660067,,U687,Lindau (Bodensee),"47.559,9.694",405.0,"47.559,9.694"
SYNOP,SYNA,985918077,66090.0,MLS,Le Moléson,"46.5462,7.01775",1974.0,"46.5462,7.01775"
SYNOP,SYNO,1009914231,66870.0,QUI,Quinten,"47.1287,9.21605",419.0,"47.1287,9.21605"
SYNOP,SYNA,1107613694,67920.0,SAM,Samedan,"46.5262,9.87947",1709.0,"46.5262,9.87947"
SYNOP,SYNO,1108370332,67210.0,BIN,Binn,"46.3677,8.19231",1479.0,"46.3677,8.19231"
METAR,META,1145016461,,LIVE,Resia Pass,"46.8333,10.5",1800.0,"46.8333,10.5"
SYNOP,SYNA,1178232821,67910.0,COV,Piz Corvatsch,"46.418,9.82131",3294.0,"46.418,9.82131"
SYNOP,SYNA,1196775621,,Q902,Malsburg-Marzell,"47.766,7.722",700.0,"47.766,7.722"
SYNOP,SYNA,1217589965,109290.0,,Konstanz,"47.6952,9.1307",428.0,"47.6952,9.1307"
SYNOP,SYNO,1223639185,66520.0,FLU,"Flühli, LU","46.8894,8.02034",940.0,"46.8894,8.02034"
SYNOP,SYNA,1236914849,67530.0,PIO,Piotta,"46.5148,8.68804",990.0,"46.5148,8.68804"
SYNOP,SYNO,1257944913,66510.0,SPF,Schüpfheim,"46.947,8.01244",744.0,"46.947,8.01244"
SYNOP,SYNO,1263350589,67330.0,BOL,Boltigen,"46.6235,7.38421",820.0,"46.6235,7.38421"
SYNOP,SYNA,1268846521,67710.0,SBO,Stabio,"45.8434,8.93236",351.0,"45.8434,8.93236"
SYNOP,SYNO,1286352627,66830.0,SCM,Schmerikon,"47.2249,8.9403",408.0,"47.2249,8.9403"
SYNOP,SYNA,1310856134,67310.0,THU,Thun,"46.7499,7.58522",570.0,"46.7499,7.58522"
SYNOP,SYNO,1322465757,66300.0,BRN,Bern-Belpmoos,"46.9061,7.50538",510.0,"46.9061,7.50538"
SYNOP,SYNA,1327862013,,Q978,Friedrichshafen-Unterraderach,"47.685,9.441",461.0,"47.685,9.441"
SYNOP,SYNA,1354817205,66660.0,LEI,Leibstadt,"47.5974,8.1882",341.0,"47.5974,8.1882"
SYNOP,SYNA,1377056770,67700.0,LSZA,Lugano,"46.0042,8.96032",273.0,"46.0042,8.96032"
SYNOP,SYNA,1399440014,67800.0,WFJ,Weissfluhjoch,"46.8333,9.80639",2691.0,"46.8333,9.80639"
SYNOP,SYNO,1449979453,69400.0,,Payerne,"46.8167,6.95",490.0,"46.8167,6.95"
SYNOP,SYNO,1476955026,67850.0,ARO,Arosa,"46.7927,9.67901",1878.0,"46.7927,9.67901"
SYNOP,SYNA,1572682702,,Q922,Ühlingen-Birkendorf,"47.745,8.311",760.0,"47.745,8.311"
SYNOP,SYNA,1608284060,66360.0,MUB,Mühleberg,"46.9733,7.27822",480.0,"46.9733,7.27822"
SYNOP,SYNA,1636510450,67050.0,CGI,Nyon / Changins,"46.401,6.22772",458.0,"46.401,6.22772"
SYNOP,SYNA,1660004370,92110.0,,Le Chenit (VD),"46.6,6.21667",1015.0,"46.6,6.21667"
SYNOP,SYNA,1660788027,113050.0,,Latschau/Tschagguns,"47.0667,9.86667",1006.0,"47.0667,9.86667"
SYNOP,SYNA,1672907792,67170.0,GSB,Col du Grand St-Bernard,"45.8691,7.17068",2472.0,"45.8691,7.17068"
SYNOP,SYNO,1688195973,66820.0,ELM,Elm,"46.9237,9.17535",958.0,"46.9237,9.17535"
SYNOP,SYNO,1696485210,66930.0,EBK,Ebnat-Kappel,"47.2734,9.10849",623.0,"47.2734,9.10849"
SYNOP,SYNA,1714125955,66640.0,REH,Zürich / Affoltern,"47.4277,8.51795",444.0,"47.4277,8.51795"
METAR,AUTO,1721042295,92320.0,LSZG,Grenchen Airport,"47.1816,7.41719",430.0,"47.1816,7.41719"
SYNOP,SYNO,1734368223,68420.0,,Herisau,"47.3893,9.28669",772.0,"47.3893,9.28669"
SYNOP,SYNO,1753817351,,U675,Opfenbach,"47.629,9.836",595.0,"47.629,9.836"
SYNOP,SYNA,1781903488,67350.0,ABO,Adelboden,"46.4917,7.5607",1321.0,"46.4917,7.5607"
SYNOP,SYNA,1821746558,109080.0,,Feldberg/Schwarzwald,"47.8749,8.0038",1490.0,"47.8749,8.0038"
SYNOP,SYNA,1893037249,113120.0,,Galtuer,"46.9667,10.1833",1583.0,"46.9667,10.1833"
SYNOP,SYNA,1932528201,66850.0,GLA,Glarus,"47.0346,9.06696",517.0,"47.0346,9.06696"
METAR,AUTO,1934125703,69360.0,LSGC,Les Eplatures Airport,"47.0839,6.79284",1027.0,"47.0839,6.79284"
SYNOP,SYNO,1961392628,66030.0,VEV,Vevey / Corseaux,"46.4712,6.81506",405.0,"46.4712,6.81506"
SYNOP,SYNA,1976118422,67590.0,CIM,Cimetta,"46.2005,8.79165",1661.0,"46.2005,8.79165"
SYNOP,SYNA,1995179998,66600.0,SMA,Zürich / Fluntern,"47.3779,8.56574",556.0,"47.3779,8.56574"
SYNOP,SYNA,1999007273,67120.0,AIG,Aigle,"46.3267,6.92447",381.0,"46.3267,6.92447"
SYNOP,SYNA,2030955241,69900.0,VAD,Vaduz,"47.1275,9.51758",457.0,"47.1275,9.51758"
SYNOP,SYNA,2036838857,66900.0,ARH,Altenrhein,"47.4836,9.56685",398.0,"47.4836,9.56685"
SYNOP,SYNA,2151783359,67500.0,GUE,"Gütsch, Andermatt","46.6525,8.61553",2286.0,"46.6525,8.61553"
METAR,AUTO,2154721017,,LSMM,Meiringen Airport,"46.7433,8.11",578.0,"46.7433,8.11"
SYNOP,SYNO,2159555947,67470.0,MRP,Monte Rosa-Plattje,"45.9566,7.81457",2885.0,"45.9566,7.81457"
METAR,AUTO,2170586422,109350.0,EDNY,Friedrichshafen Airport,"47.6713,9.51149",417.0,"47.6713,9.51149"
SYNOP,SYNO,2187151554,67490.0,GOR,Gornergrat,"45.9836,7.78574",3129.0,"45.9836,7.78574"
SYNOP,SYNA,2197762369,66040.0,NEU,Neuchâtel,"47.0001,6.9533",485.0,"47.0001,6.9533"
SYNOP,SYNA,2256124700,,Q481,Blumberg-Randen,"47.819,8.577",818.0,"47.819,8.577"
SYNOP,SYNO,2297224103,,U639,Owingen,"47.807,9.166",528.0,"47.807,9.166"
SYNOP,SYNA,2301675302,111010.0,,Bregenz,"47.5,9.75",424.0,"47.5,9.75"
SYNOP,SYNA,2315861390,,Q942,Singen,"47.774,8.822",445.0,"47.774,8.822"
SYNOP,SYNA,2340748997,,Q946,Gottmadingen,"47.734,8.793",438.0,"47.734,8.793"
SYNOP,SYNO,2350244302,68800.0,,Bernina-Hospiz,"46.3333,10",2256.0,"46.3333,10"
SYNOP,SYNA,2354741778,66500.0,LUZ,Luzern,"47.0364,8.30102",454.0,"47.0364,8.30102"
SYNOP,SYNO,2356595964,92230.0,,Biere (VD),"46.5333,6.33333",684.0,"46.5333,6.33333"
SYNOP,SYNA,2369879182,69200.0,,Luzern,"47.0333,8.3",456.0,"47.0333,8.3"
SYNOP,SYNO,2374925115,111040.0,,Goetzis/Vorarlb,"47.35,9.65",412.0,"47.35,9.65"
METAR,AUTO,2392745416,,LSZC,Buochs Airport,"46.9744,8.39694",450.0,"46.9744,8.39694"
METAR,AUTO,2394551029,,LSME,Emmen Air Base,"47.0924,8.30518",427.0,"47.0924,8.30518"
SYNOP,SYNA,2450741147,66180.0,MAH,Mathod,"46.737,6.56798",435.0,"46.737,6.56798"
SYNOP,SYNA,2474098261,67020.0,DOL,La Dôle,"46.4248,6.09945",1670.0,"46.4248,6.09945"
SYNOP,SYNO,2485066618,111040.0,,,"47.35,9.65",412.0,"47.35,9.65"
SYNOP,SYNA,2493746804,66280.0,PLF,Plaffeien,"46.7477,7.26626",1042.0,"46.7477,7.26626"
SYNOP,SYNA,2519082881,,Q926,Wutöschingen-Ofteringen,"47.678,8.38",398.0,"47.678,8.38"
SYNOP,SYNO,2605076042,,U643,Grafenhausen/Hochschwarzwald,"47.776,8.248",948.0,"47.776,8.248"
SYNOP,SYNA,2605625914,,Q925,Weilheim-Bierbronnen,"47.68,8.196",771.0,"47.68,8.196"
SYNOP,SYNA,2688135468,67450.0,ULR,Ulrichen,"46.5049,8.30824",1346.0,"46.5049,8.30824"
SYNOP,SYNA,2714027651,66430.0,WYN,Wynau,"47.255,7.78747",422.0,"47.255,7.78747"
SYNOP,SYNO,2735138830,66880.0,CMA,Crap Masegn,"46.8423,9.18",2480.0,"46.8423,9.18"
METAR,AUTO,2829960824,66161.0,LFSM,Montbéliard-Courcelles Airfield,"47.487,6.79054",317.0,"47.487,6.79054"
SYNOP,SYNO,2877557992,66620.0,SAG,"Sattel, SZ","47.0811,8.63697",790.0,"47.0811,8.63697"
SYNOP,SYNA,2888768824,67880.0,VIO,Vicosoprano,"46.353,9.6278",1089.0,"46.353,9.6278"
SYNOP,SYNO,2889508564,67870.0,AND,Andeer,"46.6101,9.43198",987.0,"46.6101,9.43198"
SYNOP,SYNA,2894789004,67220.0,EVO,Evolène / Villa,"46.1122,7.50863",1825.0,"46.1122,7.50863"
SYNOP,SYNO,2915190102,92540.0,,Brienz,"46.75,8.06667",578.0,"46.75,8.06667"
SYNOP,SYNA,2947122897,66210.0,GUT,Güttingen,"47.6017,9.27943",440.0,"47.6017,9.27943"
SYNOP,SYNO,2977000336,67860.0,CHU,Chur,"46.8704,9.53051",556.0,"46.8704,9.53051"
SYNOP,SYNA,2998564660,67980.0,SCU,Scuol,"46.7933,10.2833",1304.0,"46.7933,10.2833"
SYNOP,SYNA,3043563476,66200.0,SHA,Schaffhausen,"47.6898,8.62014",438.0,"47.6898,8.62014"
SYNOP,SYNA,3044142123,,Q976,Friedrichshafen,"47.645,9.48",394.0,"47.645,9.48"
SYNOP,SYNO,3054072849,66950.0,ANT,Andermatt,"46.6309,8.58055",1438.0,"46.6309,8.58055"
METAR,AUTO,3064089999,68040.0,LSMA,Alpnach Air Base,"46.9439,8.28417",445.0,"46.9439,8.28417"
SYNOP,SYNO,3122838115,66720.0,ALT,Altdorf,"46.8871,8.62189",438.0,"46.8871,8.62189"
SYNOP,SYNA,3186207143,66460.0,BEZ,Beznau,"47.5573,8.23333",326.0,"47.5573,8.23333"
SYNOP,SYNO,3189588335,,U636,Bernau-Goldbach,"47.815,8.026",928.0,"47.815,8.026"
SYNOP,SYNA,3195194987,160520.0,LIMH,Pian Rosà,"45.9334,7.70934",3488.0,"45.9334,7.70934"
SYNOP,SYNA,3255889949,66480.0,EGO,Egolzwil,"47.1794,8.00476",522.0,"47.1794,8.00476"
SYNOP,SYNA,3269234108,67480.0,ZER,Zermatt,"46.0293,7.75243",1638.0,"46.0293,7.75243"
SYNOP,SYNO,3300508357,67100.0,COY,Courtelary,"47.1808,7.09066",695.0,"47.1808,7.09066"
SYNOP,SYNA,3314680451,66450.0,RUE,Rünenberg,"47.4346,7.87941",611.0,"47.4346,7.87941"
SYNOP,SYNA,3316204054,66760.0,AEG,Oberägeri,"47.1336,8.60821",724.0,"47.1336,8.60821"
SYNOP,SYNA,3325392706,,P908,Oberreute,"47.554,9.941",896.0,"47.554,9.941"
SYNOP,SYNO,3360487698,67940.0,ROB,Poschiavo / Robbia,"46.3472,10.063",1078.0,"46.3472,10.063"
SYNOP,SYNA,3365890922,66050.0,CHA,Chasseral,"47.1318,7.05437",1594.0,"47.1318,7.05437"
SYNOP,SYNO,3388396257,69300.0,,Wynau,"47.25,7.78333",422.0,"47.25,7.78333"
METAR,AUTO,3388424985,69600.0,LSZS,Samedan Airport,"46.5341,9.88411",1707.0,"46.5341,9.88411"
SYNOP,SYNA,3397199491,67000.0,LSGG,Genève / Cointrin,"46.2475,6.12774",411.0,"46.2475,6.12774"
SYNOP,SYNO,3400593106,66420.0,LAT,Bergün / Latsch,"46.6273,9.75371",1408.0,"46.6273,9.75371"
SYNOP,SYNA,3483872006,67840.0,DAV,Davos,"46.813,9.84356",1594.0,"46.813,9.84356"
SYNOP,SYNA,3486140411,66160.0,FAH,Fahy,"47.4238,6.94119",596.0,"47.4238,6.94119"
SYNOP,SYNA,3495997855,66470.0,PSI,Würenlingen / PSI,"47.5365,8.22694",334.0,"47.5365,8.22694"
METAR,META,3527042874,,LSMC,ULRICHEN,"46.5,8.3",1347.0,"46.5,8.3"
SYNOP,SYNA,3546421705,92340.0,,Egolzwil (LU),"47.1833,8",522.0,"47.1833,8"
SYNOP,SYNA,3555006751,113100.0,,Ischgl/Idalpe,"46.9833,10.3167",2323.0,"46.9833,10.3167"
SYNOP,SYNO,3575926291,67160.0,MTE,Mottec,"46.1479,7.62403",1580.0,"46.1479,7.62403"
SYNOP,SYNO,3577128963,69270.0,,Interlaken,"46.6667,7.86667",580.0,"46.6667,7.86667"
SYNOP,SYNA,3590190955,,Q887,Müllheim,"47.806,7.639",275.0,"47.806,7.639"
SYNOP,SYNA,3591827827,66020.0,DEM,Delémont,"47.3517,7.34957",439.0,"47.3517,7.34957"
SYNOP,SYNA,3624274422,67300.0,JUN,Jungfraujoch,"46.5476,7.98544",3571.0,"46.5476,7.98544"
SYNOP,SYNO,3624685381,68990.0,,Etzlihuette SAC,"46.7167,8.71667",2052.0,"46.7167,8.71667"
SYNOP,SYNO,3633282815,69100.0,NABBRM,Beromünster,"47.1896,8.17547",797.0,"47.1896,8.17547"
SYNOP,SYNA,3702272439,,Q951,Sipplingen (SWN),"47.808,9.104",703.0,"47.808,9.104"
SYNOP,SYNA,3704830580,106100.0,,Bitburg,"45.95,6.56667",374.0,"45.95,6.56667"
